,LONGITUDE,LATITUDE,SCIENTIFICNAME,SITEVISITID,STARTDATE,ENDDATE,SITEID,SITECODE,LOCALITYDETAILS,LOCATIONPRECISION,PROJECTID,PROJECTNAME,ORGANISATIONID,ORGANISATIONNAME,ORGANISATIONACRONYM,year
7936,152.02783,-27.5074,Phascolarctos cinereus,1881017.0,20190103000000,20190103000000.0,1666761.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7937,152.02872,-27.50708,Phascolarctos cinereus,1881018.0,20190103000000,20190103000000.0,1666784.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7944,152.02588,-27.50738,Phascolarctos cinereus,1881019.0,20190103000000,20190103000000.0,1666785.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7945,152.20847,-27.50693,Phascolarctos cinereus,1881020.0,20190103000000,20190103000000.0,1666786.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7951,152.02927,-27.50714,Phascolarctos cinereus,1881009.0,20190103000000,20190103000000.0,1666753.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7952,152.02919,-27.5069,Phascolarctos cinereus,1881010.0,20190103000000,20190103000000.0,1666754.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7954,152.02823,-27.5071,Phascolarctos cinereus,1881011.0,20190103000000,20190103000000.0,1666755.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7955,152.02841,-27.50701,Phascolarctos cinereus,1881012.0,20190103000000,20190103000000.0,1666756.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7959,152.02866,-27.50723,Phascolarctos cinereus,1881014.0,20190103000000,20190103000000.0,1666758.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7960,152.02788,-27.50728,Phascolarctos cinereus,1881015.0,20190103000000,20190103000000.0,1666759.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7961,152.02769,-27.50743,Phascolarctos cinereus,1881016.0,20190103000000,20190103000000.0,1666760.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7965,152.0224,-27.50937,Phascolarctos cinereus,1881056.0,20190112000000,20190112000000.0,1666844.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7966,152.02213,-27.5093,Phascolarctos cinereus,1881057.0,20190112000000,20190112000000.0,1666845.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7967,152.02118,-27.51046,Phascolarctos cinereus,1881065.0,20190112000000,20190112000000.0,1666875.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7968,152.02138,-27.51033,Phascolarctos cinereus,1881066.0,20190112000000,20190112000000.0,1666876.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7969,152.02243,-27.50942,Phascolarctos cinereus,1881092.0,20190112000000,20190112000000.0,1666924.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7970,152.240258,-27.541057,Phascolarctos cinereus,1881093.0,20190113000000,20190113000000.0,1666925.0,INCIDENTAL,"Ringwood, QLD, 5km NNE of the junction of Ma Ma and Lockyer Creeks, Southeast Queensland",50.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7971,152.02159,-27.50957,Phascolarctos cinereus,1881094.0,20190120000000,20190120000000.0,1666926.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7972,152.02783,-27.50698,Phascolarctos cinereus,1881032.0,20190103000000,20190103000000.0,1666798.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7974,152.02309,-27.50933,Phascolarctos cinereus,1881034.0,20190111000000,20190111000000.0,1666800.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7975,152.02159,-27.50999,Phascolarctos cinereus,1881035.0,20190111000000,20190111000000.0,1666801.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7976,152.02037,-27.51065,Phascolarctos cinereus,1881036.0,20190111000000,20190111000000.0,1666802.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7977,152.01967,-27.50971,Phascolarctos cinereus,1881042.0,20190111000000,20190111000000.0,1666830.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7978,152.01964,-27.50966,Phascolarctos cinereus,1881043.0,20190111000000,20190111000000.0,1666831.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7979,152.02182,-27.51049,Phascolarctos cinereus,1881060.0,20190112000000,20190112000000.0,1666848.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7980,152.02176,-27.5108,Phascolarctos cinereus,1881061.0,20190112000000,20190112000000.0,1666849.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7981,152.02092,-27.5109,Phascolarctos cinereus,1881062.0,20190112000000,20190112000000.0,1666872.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7982,152.02122,-27.50892,Phascolarctos cinereus,1881072.0,20190112000000,20190112000000.0,1666882.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7983,152.02264,-27.50929,Phascolarctos cinereus,1881073.0,20190112000000,20190112000000.0,1666883.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7984,152.01999,-27.51025,Phascolarctos cinereus,1881037.0,20190111000000,20190111000000.0,1666803.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7985,152.01971,-27.50994,Phascolarctos cinereus,1881038.0,20190111000000,20190111000000.0,1666804.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7986,152.01988,-27.50988,Phascolarctos cinereus,1881039.0,20190111000000,20190111000000.0,1666805.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7987,152.01942,-27.50912,Phascolarctos cinereus,1881044.0,20190111000000,20190111000000.0,1666832.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7988,152.01952,-27.50954,Phascolarctos cinereus,1881045.0,20190111000000,20190111000000.0,1666833.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7989,152.02164,-27.50914,Phascolarctos cinereus,1881074.0,20190112000000,20190112000000.0,1666884.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7990,152.02164,-27.50927,Phascolarctos cinereus,1881075.0,20190112000000,20190112000000.0,1666885.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7991,152.02153,-27.50954,Phascolarctos cinereus,1881076.0,20190112000000,20190112000000.0,1666886.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7992,152.02829,-27.50709,Phascolarctos cinereus,1881021.0,20190103000000,20190103000000.0,1666787.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7993,152.02829,-27.50706,Phascolarctos cinereus,1881022.0,20190103000000,20190103000000.0,1666788.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7994,152.249383,-27.496735,Phascolarctos cinereus,1881097.0,20190113000000,20190113000000.0,1666929.0,INCIDENTAL,"Vinegar Hill, QLD, 10km W of Lake Clarendon, Southeast Queensland",20.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7995,152.0218,-27.50927,Phascolarctos cinereus,1881058.0,20190112000000,20190112000000.0,1666846.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7996,152.248615,-27.495663,Phascolarctos cinereus,1881095.0,20190113000000,20190113000000.0,1666927.0,INCIDENTAL,"Vinegar Hill, QLD, 10km W of Lake Clarendon, Southeast Queensland",20.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7998,152.02133,-27.51033,Phascolarctos cinereus,1881067.0,20190112000000,20190112000000.0,1666877.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
7999,152.02138,-27.51035,Phascolarctos cinereus,1881068.0,20190112000000,20190112000000.0,1666878.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8000,152.02158,-27.50938,Phascolarctos cinereus,1881077.0,20190112000000,20190112000000.0,1666887.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8001,152.0217,-27.50936,Phascolarctos cinereus,1881078.0,20190112000000,20190112000000.0,1666888.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8002,152.02235,-27.50935,Phascolarctos cinereus,1881086.0,20190112000000,20190112000000.0,1666918.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8003,152.02174,-27.51043,Phascolarctos cinereus,1881087.0,20190112000000,20190112000000.0,1666919.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8004,152.02617,-27.50735,Phascolarctos cinereus,1881027.0,20190103000000,20190103000000.0,1666793.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8005,152.02623,-27.50766,Phascolarctos cinereus,1881028.0,20190103000000,20190103000000.0,1666794.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8006,152.02618,-27.50745,Phascolarctos cinereus,1881029.0,20190103000000,20190103000000.0,1666795.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8007,152.02284,-27.50934,Phascolarctos cinereus,1881054.0,20190112000000,20190112000000.0,1666842.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8008,152.02274,-27.50934,Phascolarctos cinereus,1881055.0,20190112000000,20190112000000.0,1666843.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8009,152.02188,-27.51026,Phascolarctos cinereus,1881059.0,20190112000000,20190112000000.0,1666847.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8010,152.02176,-27.50912,Phascolarctos cinereus,1881079.0,20190112000000,20190112000000.0,1666889.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8011,152.02179,-27.5091,Phascolarctos cinereus,1881080.0,20190112000000,20190112000000.0,1666890.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8012,152.02165,-27.51028,Phascolarctos cinereus,1881088.0,20190112000000,20190112000000.0,1666920.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8013,152.02194,-27.51005,Phascolarctos cinereus,1881089.0,20190112000000,20190112000000.0,1666921.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8014,152.01981,-27.50987,Phascolarctos cinereus,1881040.0,20190111000000,20190111000000.0,1666828.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8015,152.01964,-27.50982,Phascolarctos cinereus,1881041.0,20190111000000,20190111000000.0,1666829.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8016,152.01958,-27.50908,Phascolarctos cinereus,1881046.0,20190111000000,20190111000000.0,1666834.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8017,152.02278,-27.50936,Phascolarctos cinereus,1881052.0,20190112000000,20190112000000.0,1666840.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8018,152.02271,-27.50941,Phascolarctos cinereus,1881053.0,20190112000000,20190112000000.0,1666841.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8019,152.02145,-27.50953,Phascolarctos cinereus,1881081.0,20190112000000,20190112000000.0,1666891.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8020,152.02087,-27.51009,Phascolarctos cinereus,1881082.0,20190112000000,20190112000000.0,1666892.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8021,152.02174,-27.51036,Phascolarctos cinereus,1881083.0,20190112000000,20190112000000.0,1666893.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8022,152.02238,-27.50944,Phascolarctos cinereus,1881090.0,20190112000000,20190112000000.0,1666922.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8023,152.0217,-27.51032,Phascolarctos cinereus,1881091.0,20190112000000,20190112000000.0,1666923.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8024,152.02815,-27.50715,Phascolarctos cinereus,1881023.0,20190103000000,20190103000000.0,1666789.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8025,152.02742,-27.50768,Phascolarctos cinereus,1881024.0,20190103000000,20190103000000.0,1666790.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8026,152.0244,-27.50613,Phascolarctos cinereus,1881030.0,20190103000000,20190103000000.0,1666796.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8027,152.02785,-27.50702,Phascolarctos cinereus,1881031.0,20190103000000,20190103000000.0,1666797.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8028,152.01964,-27.50852,Phascolarctos cinereus,1881047.0,20190111000000,20190111000000.0,1666835.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8029,152.01955,-27.50873,Phascolarctos cinereus,1881048.0,20190111000000,20190111000000.0,1666836.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8030,152.02097,-27.51058,Phascolarctos cinereus,1881063.0,20190112000000,20190112000000.0,1666873.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8031,152.02109,-27.51053,Phascolarctos cinereus,1881064.0,20190112000000,20190112000000.0,1666874.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8032,152.02689,-27.50775,Phascolarctos cinereus,1881025.0,20190103000000,20190103000000.0,1666791.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8033,152.02681,-27.50768,Phascolarctos cinereus,1881026.0,20190103000000,20190103000000.0,1666792.0,INCIDENTAL,"Withcott, QLD, 1km WNW of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8034,152.0195,-27.50805,Phascolarctos cinereus,1881049.0,20190111000000,20190111000000.0,1666837.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8035,152.02003,-27.50793,Phascolarctos cinereus,1881050.0,20190111000000,20190111000000.0,1666838.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8036,152.02281,-27.50935,Phascolarctos cinereus,1881051.0,20190112000000,20190112000000.0,1666839.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8037,152.02158,-27.50934,Phascolarctos cinereus,1881069.0,20190112000000,20190112000000.0,1666879.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8038,152.02139,-27.5094,Phascolarctos cinereus,1881070.0,20190112000000,20190112000000.0,1666880.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8039,152.02133,-27.5091,Phascolarctos cinereus,1881071.0,20190112000000,20190112000000.0,1666881.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8040,152.02081,-27.51011,Phascolarctos cinereus,1881084.0,20190112000000,20190112000000.0,1666894.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8041,152.02235,-27.50966,Phascolarctos cinereus,1881085.0,20190112000000,20190112000000.0,1666917.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8042,152.02157,-27.50934,Phascolarctos cinereus,1881115.0,20190120000000,20190120000000.0,1666969.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8043,152.02145,-27.50926,Phascolarctos cinereus,1881112.0,20190120000000,20190120000000.0,1666966.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8044,152.02168,-27.50938,Phascolarctos cinereus,1881113.0,20190120000000,20190120000000.0,1666967.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8046,152.24873,-27.49395,Phascolarctos cinereus,1881102.0,20190119000000,20190119000000.0,1666934.0,INCIDENTAL,"Vinegar Hill, QLD, 10km W of Lake Clarendon, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8047,152.25003,-27.49408,Phascolarctos cinereus,1881103.0,20190119000000,20190119000000.0,1666935.0,INCIDENTAL,"Vinegar Hill, QLD, 10km W of Lake Clarendon, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8048,152.02165,-27.51038,Phascolarctos cinereus,1881104.0,20190120000000,20190120000000.0,1666936.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8049,152.246795,-27.499387,Phascolarctos cinereus,1881098.0,20190117000000,20190117000000.0,1666930.0,INCIDENTAL,"Vinegar Hill, QLD, 10km W of Lake Clarendon, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8050,152.24902,-27.49552,Phascolarctos cinereus,1881099.0,20190116000000,20190116000000.0,1666931.0,INCIDENTAL,"Vinegar Hill, QLD, 10km W of Lake Clarendon, Southeast Queensland",20.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8051,152.02159,-27.51031,Phascolarctos cinereus,1881105.0,20190120000000,20190120000000.0,1666937.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8052,152.02161,-27.51037,Phascolarctos cinereus,1881106.0,20190120000000,20190120000000.0,1666938.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8053,152.02156,-27.51031,Phascolarctos cinereus,1881107.0,20190120000000,20190120000000.0,1666961.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8054,152.02289,-27.50938,Phascolarctos cinereus,1881110.0,20190120000000,20190120000000.0,1666964.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8055,152.02158,-27.50947,Phascolarctos cinereus,1881111.0,20190120000000,20190120000000.0,1666965.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
8056,152.02162,-27.5104,Phascolarctos cinereus,1881108.0,20190120000000,20190120000000.0,1666962.0,INCIDENTAL,"Withcott, QLD, 1.5km W of Wards Hill, Southeast Queensland",10.0,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA,2019
